chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,kraken_output,kraken_output_filetype,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.kraken_database,parameters.kraken_output.values,parameters.kraken_output|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-02-24 16:44:07.794910,slurm_normal,1487954721.0,0,1.0,main_w4_handler0,3008275,15132443,False,,9286017.roundup,slurm,111913,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 28500765}]",,32.0,,36268096.0,1487954651.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-02-24 16:45:24.125941,100812.0,70.0
,,2017-02-24 16:44:21.767514,slurm_normal,1487954727.0,0,1.0,main_w4_handler0,3008281,15132450,False,,9286026.roundup,slurm,190452,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 28500719}]",,32.0,,36267813.0,1487954664.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-02-24 16:45:29.520273,100813.0,63.0
,,2017-02-24 16:44:38.241886,slurm_normal,1487954710.0,0,1.0,main_w4_handler1,3008211,15132453,False,,9286032.roundup,slurm,190452,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 28500812}]",,32.0,,36254302.0,1487954682.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-02-24 16:45:11.680100,100798.0,28.0
,,2017-02-24 16:44:06.457838,slurm_normal,1487954694.0,0,1.0,main_w4_handler1,3008242,15132440,False,,9286016.roundup,slurm,190452,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 28500712}]",,32.0,,36254384.0,1487954648.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-02-24 16:44:55.394912,100805.0,46.0
,,2017-02-24 16:45:27.555082,slurm_normal,1487954761.0,0,1.0,main_w3_handler1,3008239,15132468,False,,9286048.roundup,slurm,166328,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 28500780}]",,32.0,,36178590.0,1487954733.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-02-24 16:46:10.670714,88937.0,28.0
,,2017-02-24 16:44:08.345273,slurm_normal,1487954695.0,0,1.0,main_w3_handler0,3008213,15132446,False,,9286023.roundup,slurm,190452,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 28500686}]",,32.0,,36254306.0,1487954661.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-02-24 16:45:06.717446,100799.0,34.0
,,2017-02-24 16:43:40.061656,slurm_normal,1487954724.0,0,1.0,main_w3_handler0,3008249,15132433,False,,9286009.roundup,slurm,190452,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 28500743}]",,32.0,,36255160.0,1487954631.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-02-24 16:45:32.059761,100807.0,93.0
,,2017-02-24 16:47:05.817411,slurm_normal,1487954860.0,0,1.0,main_w3_handler0,3008261,15132481,False,,9286059.roundup,slurm,190452,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 28500800}]",,32.0,,36179284.0,1487954835.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-02-24 16:47:45.614636,100466.0,25.0
,,2017-02-24 16:44:05.774569,slurm_normal,1487954705.0,0,1.0,main_w3_handler0,3008243,15132439,False,,9286022.roundup,slurm,190452,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 28500694}]",,32.0,,36254217.0,1487954661.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-02-24 16:45:14.415100,31294.0,44.0
,,2017-02-24 16:45:13.901979,slurm_normal,1487954742.0,0,1.0,main_w3_handler0,3008207,15132462,False,,9286042.roundup,slurm,175855,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 28500807}]",,32.0,,36254293.0,1487954719.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-02-24 16:45:48.615822,100796.0,23.0
,,2017-02-24 16:46:46.661340,slurm_normal,1487954835.0,0,1.0,main_w3_handler0,3008257,15132478,False,,9286057.roundup,slurm,190452,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 28500777}]",,32.0,,36254296.0,1487954814.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-02-24 16:47:25.966975,100797.0,21.0
,,2017-02-24 16:44:08.967120,slurm_normal,1487954697.0,0,1.0,main_w4_handler1,3008285,15132447,False,,9286020.roundup,slurm,175855,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 28500711}]",,32.0,,36267883.0,1487954653.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-02-24 16:45:00.153985,100815.0,44.0
,,2017-02-24 16:44:22.929559,slurm_normal,1487954704.0,0,1.0,main_w4_handler1,3008218,15132451,False,,9286027.roundup,slurm,190452,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 28500738}]",,32.0,,36254351.0,1487954667.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-02-24 16:45:07.938258,100800.0,37.0
,,2017-02-24 16:44:07.848496,slurm_normal,1487954723.0,0,1.0,main_w4_handler1,3008258,15132444,False,,9286018.roundup,slurm,190452,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 28500723}]",,32.0,,36254566.0,1487954651.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-02-24 16:45:25.968368,100809.0,72.0
,,2017-02-24 16:44:17.440153,slurm_normal,1487954725.0,0,1.0,main_w3_handler1,3008244,15132449,False,,9286028.roundup,slurm,205584,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 28500700}]",,32.0,,36255114.0,1487954670.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-02-24 16:45:30.425681,100806.0,55.0
,,2017-02-24 16:51:27.881943,slurm_normal,1487955165.0,0,1.0,main_w3_handler1,3008318,15132531,False,,9286107.roundup,slurm,190452,tabular,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 28500927}]",,32.0,,36267798.0,1487955097.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.2.1,1.2.1,,2017-02-24 16:52:51.149143,79227.0,68.0
